% randomly generated dataset
@relation soybean
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}
@data
may,lt-normal,gt-norm,norm,yes,?,upper-areas,pot-severe,?,90-100,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,absent,?,absent,absent,absent,none,absent,?,dna,norm,?,absent,?,absent,norm,rhizoctonia-root-rot
july,normal,gt-norm,gt-norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,abnorm,abnorm,absent,w-s-marg,gt-1/8,?,absent,absent,norm,yes,above-sec-nde,brown,absent,absent,absent,none,absent,norm,colored,norm,absent,present,norm,?,norm,phytophthora-rot
august,lt-normal,gt-norm,lt-norm,yes,same-lst-sev-yrs,low-areas,minor,?,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,dna,absent,firm-and-dry,absent,black,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-spot
august,normal,lt-norm,norm,yes,same-lst-yr,scattered,minor,other,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,?,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
june,lt-normal,gt-norm,norm,no,diff-lst-year,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,?,absent,absent,absent,norm,yes,absent,dna,present,absent,absent,?,absent,diseased,absent,norm,present,absent,norm,absent,norm,bacterial-pustule
june,normal,gt-norm,gt-norm,no,diff-lst-year,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,norm,yes,above-sec-nde,dna,absent,?,absent,none,absent,norm,?,abnorm,absent,absent,norm,present,norm,alternarialeaf-spot
may,lt-normal,gt-norm,?,?,same-lst-sev-yrs,whole-field,pot-severe,?,?,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,?,above-sec-nde,dna,absent,absent,absent,none,absent,diseased,absent,?,?,absent,lt-norm,absent,norm,phyllosticta-leaf-spot
august,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,severe,other,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,absent,?,?,abnorm,?,absent,tan,absent,absent,absent,?,present,norm,absent,norm,absent,absent,norm,absent,rotted,anthracnose
june,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,?,absent,abnorm,yes,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,norm,brown-w/blk-specks,norm,present,absent,?,absent,norm,phytophthora-rot
may,lt-normal,lt-norm,lt-norm,yes,same-lst-two-yrs,whole-field,minor,none,80-89,norm,abnorm,no-yellow-halos,?,gt-1/8,?,?,absent,abnorm,?,?,dna,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,?,present,norm,brown-stem-rot
august,lt-normal,?,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,absent,norm,absent,?,norm,absent,norm,alternarialeaf-spot
may,lt-normal,lt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,?,fungicide,80-89,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,?,absent,norm,brown-w/blk-specks,norm,present,absent,norm,absent,norm,diaporthe-stem-canker
july,lt-normal,gt-norm,gt-norm,no,same-lst-yr,low-areas,minor,fungicide,lt-80,norm,abnorm,absent,?,dna,?,absent,absent,norm,?,?,brown,?,absent,absent,none,absent,diseased,absent,norm,absent,?,norm,absent,norm,purple-seed-stain
june,lt-normal,lt-norm,norm,yes,diff-lst-year,whole-field,minor,none,80-89,abnorm,abnorm,absent,w-s-marg,?,?,absent,absent,abnorm,yes,above-sec-nde,dna,absent,?,absent,none,?,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
may,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,severe,?,80-89,norm,abnorm,?,w-s-marg,?,?,absent,absent,abnorm,yes,below-soil,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,?,norm,?,norm,brown-spot
september,lt-normal,gt-norm,lt-norm,yes,same-lst-yr,upper-areas,minor,?,lt-80,abnorm,abnorm,no-yellow-halos,dna,dna,absent,?,absent,norm,yes,absent,dna,present,absent,absent,none,present,norm,absent,abnorm,present,?,?,absent,norm,brown-spot
august,normal,gt-norm,gt-norm,yes,diff-lst-year,low-areas,minor,none,80-89,norm,abnorm,?,w-s-marg,?,?,absent,absent,norm,yes,above-sec-nde,dna,?,absent,absent,none,absent,norm,colored,norm,absent,?,?,absent,norm,alternarialeaf-spot
october,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,?,abnorm,abnorm,no-yellow-halos,w-s-marg,?,?,absent,absent,norm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,few-present,?,norm,absent,present,norm,absent,norm,diaporthe-pod-&-stem-blight
may,normal,?,gt-norm,?,same-lst-sev-yrs,scattered,pot-severe,fungicide,lt-80,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,?,absent,norm,anthracnose
june,normal,gt-norm,norm,yes,diff-lst-year,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,?,?,absent,absent,absent,abnorm,?,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
may,lt-normal,gt-norm,norm,no,same-lst-yr,upper-areas,minor,?,80-89,norm,abnorm,no-yellow-halos,?,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,present,absent,?,absent,norm,brown-spot
october,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,?,80-89,abnorm,abnorm,yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,diaporthe-stem-canker
august,normal,norm,?,?,same-lst-yr,low-areas,?,?,?,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,present,absent,norm,absent,norm,alternarialeaf-spot
september,lt-normal,lt-norm,gt-norm,no,?,whole-field,minor,fungicide,80-89,norm,norm,absent,w-s-marg,gt-1/8,?,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,?,absent,diseased,?,?,absent,absent,norm,absent,norm,alternarialeaf-spot
may,lt-normal,gt-norm,gt-norm,?,same-lst-sev-yrs,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,black,?,norm,?,norm,present,?,norm,absent,?,bacterial-blight
july,normal,?,norm,yes,same-lst-two-yrs,scattered,minor,fungicide,80-89,norm,abnorm,?,w-s-marg,gt-1/8,absent,?,absent,abnorm,?,absent,dna,absent,firm-and-dry,absent,none,absent,?,colored,norm,absent,absent,norm,absent,rotted,powdery-mildew
september,normal,norm,norm,yes,same-lst-yr,whole-field,pot-severe,?,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,?,absent,lower-surf,abnorm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,lt-norm,gt-norm,yes,diff-lst-year,low-areas,pot-severe,none,90-100,abnorm,abnorm,no-yellow-halos,?,dna,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,present,absent,absent,none,absent,?,absent,abnorm,absent,present,norm,absent,norm,phytophthora-rot
july,normal,lt-norm,gt-norm,yes,same-lst-yr,whole-field,minor,fungicide,80-89,norm,abnorm,absent,?,gt-1/8,absent,?,?,norm,yes,?,dna,?,absent,absent,none,absent,diseased,?,abnorm,absent,absent,norm,?,norm,alternarialeaf-spot
october,normal,lt-norm,norm,yes,?,low-areas,severe,?,80-89,norm,abnorm,absent,w-s-marg,?,absent,absent,absent,?,no,above-sec-nde,?,absent,absent,?,none,absent,?,absent,norm,absent,present,norm,?,norm,phyllosticta-leaf-spot
august,lt-normal,gt-norm,norm,?,same-lst-sev-yrs,scattered,pot-severe,none,90-100,norm,norm,no-yellow-halos,w-s-marg,?,absent,absent,absent,norm,no,absent,tan,?,absent,absent,none,absent,norm,brown-w/blk-specks,norm,?,absent,norm,absent,norm,powdery-mildew
august,lt-normal,norm,norm,yes,same-lst-two-yrs,scattered,?,none,lt-80,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,present,absent,abnorm,yes,absent,dna,absent,absent,?,none,absent,diseased,absent,norm,present,absent,norm,absent,norm,brown-spot
october,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,absent,abnorm,?,absent,tan,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,rotted,charcoal-rot
june,normal,lt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,minor,none,80-89,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,?,norm,2-4-d-injury
august,lt-normal,lt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,fungicide,?,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,?,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,?,?,norm,present,absent,norm,absent,norm,brown-stem-rot
september,lt-normal,gt-norm,gt-norm,?,same-lst-yr,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,?,gt-1/8,?,absent,absent,norm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,?,norm,dna,?,absent,absent,lt-norm,absent,norm,brown-stem-rot
june,normal,gt-norm,?,no,same-lst-two-yrs,low-areas,?,none,90-100,norm,abnorm,no-yellow-halos,dna,gt-1/8,?,absent,?,abnorm,?,?,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,phytophthora-rot
september,normal,gt-norm,norm,yes,diff-lst-year,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,?,absent,norm,brown-spot
august,normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,severe,none,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,present,absent,absent,norm,?,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,brown-stem-rot
october,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,pot-severe,none,lt-80,abnorm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,?,yes,absent,brown,?,absent,?,none,absent,dna,absent,?,absent,absent,norm,present,norm,alternarialeaf-spot
july,normal,gt-norm,gt-norm,?,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,w-s-marg,dna,?,?,absent,abnorm,?,?,brown,absent,firm-and-dry,absent,brown,present,diseased,dna,norm,absent,present,norm,?,norm,alternarialeaf-spot
october,normal,gt-norm,norm,yes,same-lst-yr,whole-field,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-soil,brown,?,absent,absent,none,?,norm,dna,norm,absent,absent,norm,absent,norm,phyllosticta-leaf-spot
may,?,norm,lt-norm,yes,same-lst-yr,whole-field,pot-severe,none,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,?,?,absent,norm,yes,absent,dk-brown-blk,present,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,?,norm,diaporthe-pod-&-stem-blight
september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,upper-areas,?,none,80-89,abnorm,norm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,?,colored,norm,absent,absent,?,absent,norm,brown-spot
september,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,whole-field,pot-severe,fungicide,?,?,norm,no-yellow-halos,dna,dna,absent,?,absent,abnorm,?,absent,dna,?,absent,absent,brown,?,?,?,?,absent,?,norm,absent,norm,anthracnose
may,lt-normal,?,norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,90-100,abnorm,norm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,?,absent,?,present,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,gt-norm,norm,no,same-lst-yr,whole-field,?,?,80-89,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,dna,present,absent,absent,none,absent,norm,brown-w/blk-specks,abnorm,absent,absent,norm,absent,norm,diaporthe-stem-canker
may,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,minor,fungicide,80-89,norm,abnorm,yellow-halos,?,?,present,absent,absent,norm,yes,above-sec-nde,dk-brown-blk,absent,watery,absent,none,absent,norm,colored,norm,absent,absent,norm,absent,norm,bacterial-blight
august,normal,norm,gt-norm,yes,same-lst-two-yrs,upper-areas,pot-severe,?,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,lower-surf,abnorm,yes,absent,dna,absent,watery,absent,none,absent,diseased,?,norm,absent,?,norm,absent,rotted,frog-eye-leaf-spot
august,lt-normal,gt-norm,norm,yes,same-lst-yr,scattered,minor,other,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,?,norm,?,absent,norm,absent,norm,phytophthora-rot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,?,fungicide,?,norm,abnorm,yellow-halos,dna,gt-1/8,absent,?,absent,abnorm,?,above-sec-nde,dna,?,firm-and-dry,absent,none,absent,few-present,absent,?,absent,absent,norm,absent,norm,phytophthora-rot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,?,90-100,norm,abnorm,absent,w-s-marg,dna,absent,?,absent,?,yes,above-soil,?,absent,absent,absent,none,absent,norm,absent,norm,present,present,norm,?,norm,brown-spot
august,lt-normal,gt-norm,norm,yes,same-lst-yr,?,minor,none,80-89,norm,norm,absent,?,gt-1/8,present,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,phytophthora-rot
july,lt-normal,gt-norm,norm,yes,?,low-areas,pot-severe,?,lt-80,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,?,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,brown-w/blk-specks,?,absent,absent,?,absent,rotted,alternarialeaf-spot
may,normal,gt-norm,norm,?,same-lst-two-yrs,scattered,pot-severe,none,90-100,norm,abnorm,absent,dna,gt-1/8,absent,absent,?,abnorm,yes,absent,brown,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-spot
october,normal,gt-norm,gt-norm,no,same-lst-sev-yrs,upper-areas,pot-severe,?,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,absent,abnorm,yes,above-soil,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,?,absent,norm,diaporthe-pod-&-stem-blight
september,lt-normal,gt-norm,lt-norm,yes,same-lst-two-yrs,upper-areas,minor,?,80-89,norm,abnorm,absent,w-s-marg,?,?,absent,absent,norm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,diseased,dna,abnorm,absent,absent,?,?,norm,purple-seed-stain
july,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,none,80-89,abnorm,abnorm,yellow-halos,dna,gt-1/8,absent,?,?,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,norm,colored,abnorm,absent,absent,norm,?,norm,rhizoctonia-root-rot
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,phytophthora-rot
august,?,gt-norm,norm,no,diff-lst-year,whole-field,minor,other,?,norm,abnorm,absent,w-s-marg,lt-1/8,absent,absent,absent,norm,yes,absent,brown,absent,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,rotted,charcoal-rot
may,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,?,lt-80,norm,abnorm,no-yellow-halos,?,dna,absent,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,dna,?,absent,absent,norm,?,norm,charcoal-rot
october,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,?,none,lt-80,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,present,absent,absent,black,absent,dna,dna,norm,absent,?,norm,absent,rotted,diaporthe-stem-canker
june,normal,gt-norm,norm,no,same-lst-two-yrs,upper-areas,pot-severe,none,90-100,abnorm,abnorm,?,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,?,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,frog-eye-leaf-spot
october,normal,gt-norm,norm,?,same-lst-yr,low-areas,?,?,lt-80,norm,abnorm,absent,w-s-marg,dna,?,absent,absent,norm,yes,absent,dna,present,absent,absent,none,absent,dna,absent,norm,absent,absent,norm,present,norm,frog-eye-leaf-spot
may,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,?,dna,absent,absent,?,abnorm,yes,absent,brown,?,absent,absent,none,absent,?,absent,norm,absent,absent,lt-norm,absent,norm,phytophthora-rot
august,normal,lt-norm,gt-norm,?,same-lst-sev-yrs,scattered,pot-severe,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,?,upper-surf,abnorm,?,absent,dna,absent,absent,?,none,absent,norm,?,abnorm,absent,absent,norm,absent,norm,brown-stem-rot
june,normal,norm,gt-norm,no,same-lst-yr,whole-field,pot-severe,?,90-100,norm,abnorm,no-yellow-halos,dna,gt-1/8,present,absent,?,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,?,colored,norm,present,absent,?,absent,?,phytophthora-rot
september,lt-normal,gt-norm,lt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,?,absent,absent,?,abnorm,no,above-sec-nde,dna,present,absent,absent,none,absent,norm,brown-w/blk-specks,norm,present,absent,norm,?,norm,purple-seed-stain
september,normal,?,gt-norm,yes,same-lst-two-yrs,scattered,?,none,80-89,abnorm,norm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,?,absent,dk-brown-blk,absent,absent,absent,?,absent,norm,absent,norm,absent,absent,norm,?,rotted,alternarialeaf-spot
may,normal,gt-norm,norm,yes,same-lst-yr,scattered,minor,none,?,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,?,above-soil,tan,absent,absent,absent,none,absent,norm,absent,norm,absent,?,lt-norm,?,norm,frog-eye-leaf-spot
july,lt-normal,lt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,?,none,90-100,abnorm,abnorm,?,dna,lt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,norm,dna,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
may,lt-normal,gt-norm,norm,yes,same-lst-yr,low-areas,severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,?,absent,absent,norm,no,absent,tan,present,absent,absent,none,absent,dna,brown-w/blk-specks,norm,absent,absent,norm,?,norm,anthracnose
june,normal,?,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,?,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,brown-stem-rot
june,normal,gt-norm,norm,?,same-lst-sev-yrs,scattered,minor,?,lt-80,norm,abnorm,yellow-halos,?,?,absent,absent,absent,norm,?,above-sec-nde,dna,absent,?,absent,none,absent,norm,?,norm,absent,present,norm,absent,norm,brown-spot
august,lt-normal,gt-norm,gt-norm,?,same-lst-two-yrs,upper-areas,minor,fungicide,?,norm,abnorm,no-yellow-halos,dna,lt-1/8,absent,?,absent,?,?,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
april,lt-normal,norm,gt-norm,no,same-lst-two-yrs,upper-areas,pot-severe,?,80-89,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,?,dna,absent,absent,?,brown,absent,norm,dna,norm,absent,present,norm,absent,rotted,downy-mildew
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,?,norm,absent,?,norm,absent,norm,downy-mildew
july,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,90-100,abnorm,abnorm,?,w-s-marg,dna,absent,present,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,norm,absent,norm,absent,present,norm,?,norm,rhizoctonia-root-rot
september,normal,norm,norm,yes,same-lst-two-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,?,w-s-marg,gt-1/8,?,absent,lower-surf,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,dna,absent,?,absent,absent,norm,absent,norm,brown-stem-rot
august,lt-normal,gt-norm,gt-norm,?,same-lst-yr,low-areas,?,?,lt-80,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,?,dna,absent,firm-and-dry,absent,none,absent,norm,?,norm,absent,absent,norm,?,?,frog-eye-leaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,scattered,pot-severe,fungicide,90-100,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,?,absent,dna,absent,firm-and-dry,absent,none,absent,norm,absent,norm,present,absent,norm,absent,norm,frog-eye-leaf-spot
july,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,minor,none,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,?,yes,above-sec-nde,dna,?,absent,absent,none,absent,diseased,?,norm,absent,absent,?,absent,norm,frog-eye-leaf-spot
august,lt-normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,absent,?,absent,none,?,norm,?,norm,?,absent,lt-norm,absent,norm,brown-stem-rot
september,normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,?,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,norm,absent,absent,?,?,rotted,alternarialeaf-spot
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,fungicide,80-89,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,cyst-nematode
may,lt-normal,gt-norm,norm,yes,diff-lst-year,scattered,pot-severe,none,80-89,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,?,abnorm,yes,absent,dna,absent,absent,absent,none,absent,diseased,absent,norm,absent,?,norm,absent,norm,alternarialeaf-spot
june,lt-normal,norm,gt-norm,yes,same-lst-two-yrs,whole-field,?,fungicide,lt-80,norm,abnorm,absent,w-s-marg,dna,absent,present,absent,?,?,above-sec-nde,dk-brown-blk,present,absent,absent,none,?,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,downy-mildew
june,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,?,none,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,above-sec-nde,tan,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-spot
june,lt-normal,gt-norm,norm,?,same-lst-sev-yrs,upper-areas,minor,none,80-89,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,abnorm,?,absent,?,absent,norm,phytophthora-rot
july,normal,lt-norm,lt-norm,yes,diff-lst-year,upper-areas,pot-severe,none,?,norm,abnorm,?,dna,dna,?,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,?,absent,absent,?,?,norm,phytophthora-rot
july,lt-normal,gt-norm,norm,?,same-lst-two-yrs,whole-field,pot-severe,?,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,dna,present,?,?,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,anthracnose
