% randomly generated dataset
@relation cpu
@attribute MYCT REAL
@attribute MMIN REAL
@attribute MMAX REAL
@attribute CACH REAL
@attribute CHMIN REAL
@attribute CHMAX REAL
@attribute class REAL
@data
115,3100,8000,0,1,4,74
900,512,32000,0,1,12,18
350,500,16000,8,1,128,253
56,1000,8000,1,?,104,281
75,768,4000,32,1,6,82
50,4000,32000,0,4,64,86
112,32000,32000,32,5,24,37
98,2000,6000,16,8,5,749
56,2000,32000,32,4,3,29
26,2000,4000,65,1,24,27
800,8000,32000,8,12,176,34
180,2000,16000,4,1,24,38
23,2000,8000,16,12,2,749
50,4000,12000,8,1,6,46
175,4000,2000,24,1,14,88
29,8000,16000,64,1,14,113
50,1000,2000,32,5,6,15
300,4000,16000,128,1,8,102
800,1000,16000,0,1,24,124
300,2000,4000,12,?,6,28
160,4000,6300,0,1,112,290
800,512,24000,8,8,0,749
25,1000,16000,8,1,6,171
167,4000,8000,32,1,4,74
23,256,16000,0,1,32,20
300,1000,32000,8,1,10,138
160,256,16000,8,3,8,67
90,128,10480,8,8,4,78
72,2000,5000,0,2,6,138
60,256,4000,32,3,24,119
50,512,64000,8,3,1,28
35,8000,2000,160,1,24,102
26,2000,8000,0,8,?,95
115,8000,8000,0,1,32,31
900,2000,16000,4,5,24,20
143,2000,8000,32,4,2,25
72,256,4000,4,6,26,29
38,1000,16000,4,12,16,19
38,1000,2000,0,1,12,24
30,1500,8000,32,1,16,24
330,512,16000,0,1,6,18
23,4000,2000,0,1,24,18
50,2000,16000,8,6,5,37
84,2000,2000,0,6,6,82
225,512,16000,131,1,8,19
900,1000,8000,8,8,8,171
160,1000,32000,8,3,64,18
700,2000,8000,8,1,3,46
105,1000,16000,0,1,1,24
56,3100,8000,32,1,5,82
75,1310,32000,128,1,16,99
50,5240,16000,128,52,24,74
320,32000,1000,32,2,32,151
72,4000,64000,6,6,38,33
900,512,8000,0,1,24,76
50,256,2000,2,3,8,36
180,1000,1000,?,1,24,50
150,256,8000,0,8,6,56
56,500,32000,160,12,24,31
140,1000,8000,0,1,10,56
56,4000,5000,0,1,2,26
40,4000,2000,64,12,6,190
400,768,4000,0,6,6,28
38,8000,12000,32,1,16,190
72,2000,12000,30,16,32,19
50,2000,8000,0,8,7,25
50,512,16000,112,12,24,136
185,1000,8000,256,12,3,32
50,2000,16000,32,3,38,119
59,2000,16000,16,1,26,270
203,512,4000,256,8,24,34
70,8000,16000,112,1,16,80
300,1000,4000,32,1,3,34
105,3100,16000,8,1,12,42
110,512,16000,0,5,0,74
50,2000,2000,32,1,8,28
26,8000,4000,32,1,4,253
300,8000,3000,32,3,2,175
50,8000,6000,30,16,52,44
1500,2000,12000,2,7,8,749
38,4000,8000,0,1,24,64
26,512,8000,64,1,4,30
98,16000,2000,112,8,6,22
180,4000,16000,0,2,24,151
150,4000,4000,4,?,20,23
350,1000,32000,8,2,2,?
50,1000,8000,8,6,112,?
300,2000,16000,64,1,14,74
140,2000,3500,65,6,6,22
400,1000,4000,4,16,13,67
64,512,8000,48,1,6,20
300,2000,2620,64,16,3,80
480,1000,8000,4,8,8,80
56,8000,16000,64,8,3,95
140,4000,3000,0,1,14,44
56,1000,5000,24,12,52,36
180,2000,32000,0,8,24,20
140,16000,4000,4,12,24,56
110,500,8000,32,1,6,39
600,2000,?,32,1,24,33
115,8000,64000,142,16,14,45
480,384,4000,64,1,16,88
110,1500,16000,0,1,8,?
180,2000,12000,16,3,6,59
160,512,32000,112,6,8,50
350,1000,?,32,3,8,20
50,1000,16000,0,6,6,28
50,192,32000,12,1,104,74
23,512,16000,0,1,14,78
143,2000,4000,8,1,6,151
25,8000,4000,0,1,24,64
75,768,6000,0,1,8,44
60,4000,12000,0,1,32,175
50,768,5000,8,1,32,136
300,256,12000,32,1,24,35
250,2000,2000,128,1,16,19
480,128,2620,6,6,8,38
480,2000,64000,0,1,4,113
200,256,3000,0,3,2,136
72,512,32000,32,1,32,23
320,768,12000,16,12,8,67
56,2000,64000,8,3,32,220
29,1000,12000,256,3,32,52
200,512,4000,256,1,24,28
125,2000,1000,8,4,5,18
133,8000,6000,32,1,4,23
810,2000,8000,8,1,6,52
100,2000,8000,256,5,6,21
110,8000,8000,128,1,64,28
98,2000,?,65,1,24,281
900,8000,8000,0,3,4,20
23,256,5000,0,1,16,19
350,1000,8000,128,1,32,29
105,?,512,2,1,6,30
124,1000,4000,0,1,2,25
30,2000,12000,0,1,24,65
112,524,4000,0,1,12,183
50,4000,32000,32,8,4,42
56,512,2000,16,2,6,30
700,2000,16000,48,1,16,?
50,2000,4500,64,3,6,38
400,256,8000,32,3,3,72
140,1000,4000,2,12,6,37
700,2000,2000,0,1,6,28
38,512,32000,8,3,3,20
140,256,1000,8,12,2,360
400,2000,4000,4,8,8,56
900,2000,4000,0,1,28,37
330,8000,16000,0,2,32,171
700,1000,4000,16,3,8,95
105,8000,12000,0,3,5,30
50,1000,8000,4,1,2,24
480,2000,3000,16,1,1,290
60,1000,32000,128,5,3,36
100,512,8000,0,3,10,39
26,2000,5000,0,1,5,253
125,8000,4000,0,2,64,30
50,2000,16000,128,1,112,21
56,2000,8000,?,4,4,175
1500,2000,3000,64,1,0,381
300,2000,16000,8,3,3,88
23,4000,32000,64,3,5,182
180,8000,4000,4,12,3,290
300,8000,32000,32,52,54,124
300,8000,16000,32,1,2,28
125,1000,32000,8,6,?,46
800,2000,3000,32,12,24,20
320,2000,1000,0,12,26,23
320,2000,8000,112,1,3,27
400,4000,16000,64,1,6,183
105,1000,8000,32,1,4,42
200,4000,2000,8,1,2,120
160,5240,24000,8,3,6,29
160,16000,4000,0,3,4,47
50,4000,8000,0,1,6,18
25,8000,4000,16,1,176,227
140,1000,8000,9,3,8,24
240,8000,2000,48,1,5,47
110,2000,8000,48,1,52,28
180,768,8000,0,6,16,34
50,2000,16000,64,5,176,18
30,2000,8000,0,1,14,99
29,2000,4000,4,2,3,36
203,8000,6000,32,16,64,20
50,2000,1000,64,3,4,117
38,4000,5000,0,?,176,45
25,1000,10480,16,1,6,381
26,8000,10480,96,1,24,113
56,2000,8000,0,3,6,132
480,1000,5000,32,6,3,151
30,4000,16000,32,4,6,72
300,256,4000,24,1,5,76
320,1000,8000,128,8,8,41
50,1000,2000,8,1,4,20
25,2000,16000,0,1,2,81
140,2000,16000,24,1,32,27
29,512,3000,0,6,3,253
143,5000,6000,112,1,24,95
133,8000,16000,24,3,14,113
40,1000,4000,128,3,3,142
203,1000,5000,8,3,24,382
200,?,32000,0,6,19,382
75,2000,12000,16,1,32,20
180,4000,32000,4,1,?,34
100,1000,3000,8,6,3,43
23,2000,8000,0,3,1,182
84,2000,8000,128,6,6,25
900,2000,8000,0,12,0,39
50,512,8000,0,7,4,44
180,4000,4000,112,1,20,603
17,262,2000,64,32,64,199
57,?,4000,0,6,24,25
56,2000,16000,0,1,2,128
143,2000,8000,0,1,8,171
50,1000,1000,0,3,4,136
320,512,4000,0,1,8,117
26,768,32000,0,12,4,20
140,1000,8000,0,1,14,978
50,1000,4000,0,16,6,28
56,262,1000,0,1,16,350
125,2000,16000,0,1,24,28
167,1000,512,4,1,?,74
72,4000,8000,8,12,24,50
56,1000,16000,8,8,38,136
105,32000,5000,64,8,64,80
250,2000,16000,0,12,10,47
143,2000,8000,4,3,32,54
400,256,16000,8,4,20,290
480,768,8000,48,1,0,44
200,1000,4000,8,26,16,113
60,1000,512,0,1,2,30
320,8000,8000,128,1,3,74
50,4000,4000,0,6,14,50
700,256,3000,24,3,6,30
330,768,2000,24,6,12,18
100,2300,4000,0,3,20,54
700,4000,4000,112,1,8,175
105,3100,8000,48,1,19,281
26,8000,16000,12,1,6,749
50,512,8000,0,6,5,29
300,2000,12000,64,1,16,29
25,768,16000,8,1,6,183
30,1000,12000,8,1,0,32
200,2000,2000,131,16,6,70
105,1000,16000,32,1,0,76
25,2000,8000,6,1,24,171
140,512,4000,64,1,5,18
180,256,4000,0,4,1,95
900,1000,4000,0,12,6,43
105,256,4000,8,1,7,53
1100,1000,2620,16,1,38,26
143,256,4000,0,?,26,50
900,8000,8000,24,3,24,136
50,?,2000,128,3,6,46
800,1000,8000,0,26,3,124
50,1000,6000,256,1,24,50
25,256,8000,0,3,8,64
92,2000,4000,0,1,16,26
50,262,32000,32,1,3,34
160,8000,32000,32,8,24,56
50,8000,16000,24,12,6,48
59,16000,3500,0,12,3,31
38,1000,4000,32,5,24,136
38,512,4000,32,2,16,37
38,768,2000,160,1,4,30
110,4000,8000,32,1,2,28
810,2000,16000,16,8,2,360
59,2000,768,32,6,6,82
52,512,3000,0,5,14,28
250,2000,6000,0,12,10,36
56,2000,3000,8,3,5,15
17,2000,2620,24,4,5,81
29,768,4000,8,1,24,34
105,2000,16000,16,2,32,28
56,8000,16000,0,52,1,33
320,2000,8000,8,1,10,36
250,1000,20970,16,1,8,361
250,1000,8000,24,1,16,74
23,1000,1500,64,52,6,29
180,2000,6200,0,8,5,88
300,2000,8000,8,1,8,74
175,1000,2000,16,16,16,35
60,1000,8000,1,2,24,28
60,2000,3000,8,1,32,128
50,4000,4000,0,5,24,18
29,768,12000,16,1,24,67
200,16000,16000,0,3,24,31
143,8000,16000,30,3,4,34
60,4000,2000,8,1,32,31
26,512,8000,16,1,5,19
75,2000,512,6,6,6,67
240,2000,8000,1,4,52,64
300,3000,16000,16,8,20,74
900,2620,16000,0,3,10,34
140,1000,2620,24,8,8,25
?,4000,4000,32,1,24,35
30,8000,2620,0,1,0,29
800,2000,8000,0,3,54,37
900,1000,?,0,1,0,34
810,1000,4000,128,1,12,128
320,2000,8000,0,3,6,82
105,1000,16000,8,8,52,37
115,2000,8000,0,1,0,32
167,768,2000,12,1,12,82
25,2000,8000,32,5,10,290
23,2000,2000,16,1,6,138
50,2000,6300,0,1,4,361
160,3100,12000,64,1,64,34
50,256,2000,4,2,?,44
200,2000,8000,64,4,16,28
133,3100,4000,24,1,24,119
50,4000,32000,16,4,12,32
26,4000,16000,32,1,128,266
50,500,8000,8,0,6,41
320,8000,4000,64,1,14,360
115,512,8000,0,1,8,18
1500,2000,16000,16,1,5,26
30,4000,8000,32,8,24,52
350,256,8000,32,1,16,20
38,1000,24000,16,12,5,36
50,512,3000,0,1,1,24
800,2000,3500,64,0,2,21
56,256,8000,0,1,10,603
75,4000,16000,65,5,6,181
160,1310,2000,142,16,54,?
52,1000,2000,0,1,4,80
40,4000,8000,32,1,6,70
800,1000,4000,0,7,2,28
250,512,16000,0,3,32,59
50,2000,4000,32,3,6,41
75,8000,2000,0,4,2,25
400,2000,4000,16,26,64,20
92,2000,24000,24,1,20,227
320,512,16000,8,3,3,603
26,768,5000,0,4,24,1238
38,512,32000,0,5,24,34
17,768,?,128,6,8,67
75,768,8000,8,1,104,81
105,16000,?,32,1,20,23
300,384,64000,1,1,4,266
140,1000,6000,0,1,3,45
110,2000,4000,8,?,8,33
140,2000,4000,12,1,48,25
26,2000,16000,128,1,8,?
140,1000,32000,32,3,24,21
50,512,8000,256,8,32,290
26,1000,20970,160,1,6,181
200,768,8000,4,1,24,23
133,512,4000,0,4,5,18
300,1000,4000,64,2,2,86
84,1000,64000,8,3,8,175
810,2000,8000,0,1,4,28
200,512,6000,0,16,128,74
29,1000,1000,16,6,10,32
23,1000,1500,16,12,1,26
200,2000,3000,0,1,24,28
600,4000,8000,8,3,12,116
180,1000,8000,8,3,32,48
160,2000,16000,0,1,0,151
320,4000,4000,4,12,24,31
1500,8000,16000,8,6,6,25
64,512,2620,0,12,2,28
900,2000,4000,112,2,6,23
50,512,2000,16,1,8,382
125,4000,8000,0,6,20,32
180,16000,32000,0,1,2,113
600,96,8000,0,3,26,25
60,8000,8000,0,5,16,47
180,8000,16000,2,4,2,59
29,2000,6000,64,12,19,20
40,262,4000,8,1,64,18
300,1000,12000,64,1,5,37
25,2000,20970,128,8,10,54
38,4000,8000,112,0,32,33
75,512,32000,32,1,5,266
92,2000,16000,128,1,6,28
125,2000,16000,0,1,8,24
800,512,2000,0,16,32,45
38,16000,32000,128,1,32,138
140,1000,16000,4,1,2,41
240,2000,16000,16,1,6,46
72,2000,8000,64,1,8,381
200,?,32000,24,16,6,56
98,1000,16000,4,8,16,29
800,4000,16000,0,12,6,53
25,1000,1000,0,6,4,37
56,2000,32000,256,1,0,1238
200,2000,4000,0,6,8,360
50,768,16000,8,1,1,29
320,768,8000,0,1,4,381
50,2000,64000,2,1,24,341
350,96,10480,0,16,8,78
29,2300,12000,96,8,6,64
200,2000,20970,16,0,64,31
29,1000,32000,64,1,20,24
143,4000,16000,8,1,5,21
124,1000,4000,64,6,4,25
60,524,32000,0,1,12,41
35,1000,8000,32,1,176,34
23,8000,20970,128,1,8,25
320,2000,8000,131,1,8,50
60,64,16000,0,1,4,253
900,512,32000,8,?,24,41
800,2000,16000,48,3,24,426
180,4000,32000,0,8,?,67
105,1000,5000,0,1,4,53
38,4000,?,64,1,8,33
300,16000,32000,128,8,2,74
300,2000,8000,32,1,5,360
50,1000,16000,0,0,26,80
70,4000,32000,16,8,32,35
143,256,8000,0,1,2,102
29,2000,12000,0,3,24,72
40,1310,6200,16,1,6,56
810,1310,32000,160,1,3,20
105,4000,12000,0,1,24,23
26,2000,32000,64,6,176,38
800,2000,2000,8,8,64,31
143,2000,16000,0,3,5,62
23,2000,16000,0,0,24,53
57,16000,2000,8,3,5,28
140,1000,3000,16,4,?,20
700,4000,20970,64,3,3,41
72,8000,10480,8,3,14,220
35,512,12000,8,6,24,381
140,128,2620,0,2,8,253
300,2000,?,32,1,6,20
140,4000,64000,0,6,64,350
300,2000,8000,16,16,2,74
140,2000,16000,32,52,24,24
110,2000,12000,6,1,6,119
56,16000,20970,0,1,24,28
50,512,4000,32,12,8,37
50,5240,16000,32,3,3,25
50,512,16000,64,4,14,29
?,16000,1000,0,16,24,34
56,2000,16000,32,6,0,44
56,1000,4000,30,12,6,86
160,5000,2000,8,6,16,157
700,?,64000,0,12,4,22
57,2000,8000,0,1,24,30
56,8000,3500,0,6,10,24
480,2000,1000,0,1,13,19
140,512,10480,0,12,5,20
70,4000,16000,8,3,6,24
140,4000,16000,30,3,4,253
143,1000,1000,0,16,14,34
100,512,12000,48,8,8,253
56,2000,16000,9,1,16,64
50,512,8000,16,1,0,20
29,16000,8000,32,2,14,275
23,2000,16000,0,8,2,28
50,4000,5000,32,1,6,35
180,2620,2000,16,1,6,21
300,768,32000,8,2,4,24
?,8000,4000,128,6,6,44
140,512,6000,0,3,3,23
320,2000,8000,8,4,2,361
800,1000,8000,6,1,32,23
350,768,4000,16,6,6,381
50,8000,64000,160,3,12,24
23,1000,4000,0,1,8,21
40,2000,8000,8,16,32,20
50,16000,32000,9,1,0,34
50,4000,8000,64,1,38,20
300,768,32000,24,8,6,29
84,32000,16000,8,1,24,20
50,2000,6000,8,5,32,99
320,768,16000,1,6,24,81
50,16000,8000,0,6,5,53
60,2000,768,0,8,8,41
26,4000,2620,0,3,5,72
50,8000,8000,8,6,8,29
250,2000,8000,0,1,6,32
300,256,12000,0,8,1,24
50,8000,8000,32,1,8,253
200,1000,32000,142,2,32,33
70,2000,4000,128,1,24,53
38,512,8000,32,1,5,138
60,512,4000,256,1,24,603
480,1000,4000,32,1,5,20
1100,8000,?,32,1,8,190
810,2000,32000,16,1,6,117
30,8000,8000,128,1,32,74
250,1000,4000,16,3,16,44
143,1000,8000,9,1,24,82
140,2000,16000,32,3,7,171
175,?,2000,0,2,6,175
30,1000,8000,4,1,6,281
25,1000,24000,0,3,1,32
56,512,?,64,1,8,28
125,8000,3000,64,5,2,341
810,4000,16000,8,1,6,116
203,1000,32000,131,16,4,53
300,2000,32000,64,1,6,50
600,2000,4000,64,0,20,151
140,2620,32000,0,1,1,31
320,1000,24000,64,1,8,275
50,2000,64000,64,5,24,19
50,16000,16000,0,6,1,117
600,256,24000,0,1,176,25
900,512,8000,0,1,8,157
143,16000,4000,32,5,32,18
800,128,6000,0,16,24,67
300,8000,12000,16,1,16,53
800,3100,16000,24,3,32,26
900,2620,16000,64,1,8,74
900,1000,32000,32,3,10,18
105,2000,8000,32,1,16,44
115,2000,2000,0,1,32,82
810,2000,8000,0,1,6,124
800,4000,16000,0,0,32,21
300,2000,4000,32,12,64,24
140,8000,4000,0,6,2,23
300,1000,4000,0,3,2,39
50,2000,32000,9,5,5,?
50,1000,6000,0,6,1,73
60,1000,8000,0,4,16,37
100,1000,12000,32,12,2,113
150,2000,32000,128,4,12,20
56,2000,1000,32,1,16,253
810,2000,3000,0,1,1,30
26,2000,8000,6,1,2,64
133,512,4000,32,12,4,25
56,2000,12000,32,1,6,151
60,2000,2000,0,1,6,270
800,2000,8000,8,12,2,?
203,2000,6300,0,1,6,34
56,5000,6000,8,16,24,59
300,8000,12000,0,6,5,18
350,8000,24000,64,1,32,20
40,1000,8000,0,8,32,919
50,1000,6000,0,1,5,23
250,512,16000,0,1,104,102
115,1000,6200,65,1,64,270
50,16000,3000,8,1,7,74
480,1000,3000,?,1,10,21
320,4000,8000,64,1,5,24
56,512,8000,0,?,14,33
?,2000,8000,32,3,12,46
50,1000,4000,0,0,6,43
38,2000,6000,8,1,5,113
75,8000,24000,24,6,19,151
140,5000,8000,0,2,6,41
200,8000,2000,16,1,5,40
203,1000,8000,0,4,6,29
23,384,16000,4,8,6,267
1500,512,4000,64,0,24,281
300,256,8000,0,32,6,36
59,1000,6200,8,1,5,24
26,8000,3000,0,3,32,34
38,2000,32000,32,1,5,99
140,16000,8000,0,1,14,82
480,16000,4000,30,1,1,190
1100,8000,1000,0,1,1,18
29,1000,8000,8,1,8,41
100,1000,3000,0,1,3,48
900,4000,4000,64,1,2,46
1500,768,24000,16,8,5,182
300,4000,1000,4,16,64,27
38,1000,1000,0,8,64,73
115,512,32000,256,2,32,88
180,512,3000,9,8,24,21
23,2000,20970,64,1,54,21
17,1000,16000,8,6,8,44
143,4000,4000,32,1,32,19
56,2000,2000,8,3,6,30
320,8000,32000,0,3,54,?
810,16000,8000,0,3,3,20
300,16000,1000,0,3,8,54
17,4000,2000,0,4,24,19
180,2000,16000,24,3,16,29
900,1000,12000,131,6,24,47
116,2000,2000,32,12,24,28
56,16000,32000,32,3,8,919
57,2000,4000,4,4,3,34
105,256,?,0,1,2,56
105,1000,4000,0,12,128,23
29,500,16000,8,1,24,70
25,1000,64,0,0,5,426
30,2620,32000,0,6,6,18
133,1000,8000,64,16,10,18
29,?,8000,64,1,20,47
320,256,8000,64,3,8,65
26,8000,4000,64,6,6,23
200,1000,16000,64,3,52,220
29,1000,8000,0,1,12,74
60,2000,16000,64,1,6,88
23,512,8000,32,3,14,749
52,768,2000,8,1,176,42
116,1000,16000,0,3,6,46
38,2000,8000,32,1,4,25
56,8000,8000,0,1,3,37
200,512,8000,8,1,24,53
50,1000,8000,16,8,32,21
29,3100,16000,64,1,20,76
185,1000,32000,4,1,8,34
160,2000,64000,0,8,5,26
92,8000,16000,32,1,6,34
17,1000,6000,0,1,54,33
143,8000,32000,0,16,64,978
160,2000,8000,16,3,8,88
240,1000,32000,64,8,4,54
320,2000,4000,4,5,6,47
50,2000,8000,0,1,24,17
143,1000,4000,6,24,6,20
140,1000,2000,32,1,16,44
110,512,5000,6,1,3,33
50,384,4000,8,0,6,24
17,2000,4000,8,6,12,44
50,2000,6300,1,3,32,99
70,2000,16000,64,0,8,47
143,16000,32000,16,1,24,25
38,8000,6200,0,1,32,31
203,2000,16000,0,3,32,19
200,8000,16000,16,1,24,76
23,256,4000,6,6,8,290
133,2000,16000,32,1,12,25
50,1500,64000,32,?,5,21
29,768,2000,160,3,8,34
92,1000,4000,8,2,24,18
26,1000,4000,65,1,6,978
50,512,6000,0,12,104,138
30,1000,8000,32,5,0,20
110,512,12000,142,0,24,44
140,1000,8000,30,1,6,74
29,8000,16000,24,4,24,26
167,4000,32000,32,3,8,33
200,1000,16000,64,3,24,119
143,4000,16000,8,12,3,171
50,2000,4000,4,1,1,382
50,2000,2000,32,1,24,266
75,16000,64000,0,3,3,227
75,512,16000,96,52,32,30
180,1000,1000,0,1,64,74
38,1000,2000,64,6,14,46
50,8000,4000,24,1,5,117
180,1000,16000,4,12,16,18
56,256,4000,96,8,24,15
56,128,32000,64,16,6,20
800,768,8000,32,6,6,426
30,512,16000,0,1,5,28
50,262,64,32,6,?,28
50,1000,4000,32,1,5,20
50,8000,32000,9,1,8,26
50,64,32000,32,1,32,86
70,768,64000,0,8,64,18
50,512,2000,16,1,0,382
167,2000,5000,0,1,32,53
50,4000,3000,0,12,54,82
50,2000,4000,32,12,32,41
72,4000,16000,0,1,0,53
700,256,2000,112,16,24,749
112,1000,8000,8,12,8,34
133,1500,8000,131,2,64,138
38,2000,4000,0,1,0,20
400,2000,16000,64,12,6,44
1100,2000,16000,0,1,4,25
133,1000,16000,32,1,8,22
480,4000,?,64,16,6,82
72,256,6000,9,5,6,23
92,512,3000,24,6,6,149
50,512,32000,8,6,24,190
110,2000,16000,32,5,16,40
200,128,16000,32,1,16,20
800,16000,3000,0,3,19,26
140,4000,2000,6,1,24,35
110,1000,2620,4,2,6,54
800,4000,8000,0,1,1,149
50,2000,32000,32,0,19,57
112,1000,12000,64,2,104,20
?,1000,2000,32,1,24,119
140,2000,32000,32,16,32,74
105,2000,4000,2,1,64,23
143,2000,1500,131,1,6,65
50,1000,6200,8,1,1,99
140,2000,8000,9,1,24,381
480,1000,1000,0,?,1,52
40,384,32000,0,1,24,190
50,4000,5000,0,1,112,22
26,768,20970,9,3,52,113
300,512,4000,8,2,8,25
320,2000,8000,64,6,24,21
800,8000,2000,0,1,6,18
38,4000,4000,128,3,6,34
125,8000,2000,30,4,6,128
133,4000,6000,32,1,38,35
140,2000,8000,8,3,6,21
50,2000,32000,65,3,24,44
17,5000,8000,24,8,32,119
900,2000,8000,4,6,2,35
225,2000,2000,8,1,1,74
900,512,2620,16,4,38,116
40,8000,8000,128,5,6,18
40,512,8000,8,1,6,28
56,1000,512,131,1,3,25
100,2000,4000,0,8,14,80
72,8000,16000,0,3,12,80
50,512,8000,12,4,24,36
72,2620,16000,64,6,4,23
320,2000,16000,8,2,16,46
140,1000,16000,?,1,6,88
26,4000,8000,32,12,12,28
115,8000,16000,16,1,20,24
810,?,8000,112,5,12,270
50,5000,32000,131,3,0,29
350,1000,512,?,12,14,15
900,256,16000,0,8,4,53
900,524,16000,32,0,24,28
1500,512,2000,64,1,3,18
180,512,16000,0,1,32,20
300,4000,8000,0,1,6,33
38,1000,8000,64,0,128,95
50,16000,8000,0,16,104,20
600,1000,?,8,3,4,26
320,4000,2000,2,1,5,76
143,2000,16000,32,12,6,86
98,1000,32000,32,1,8,102
250,512,32000,64,2,8,361
23,8000,4500,0,2,16,19
38,2000,4000,24,0,24,190
180,768,2000,0,6,?,113
105,1000,8000,2,2,8,?
140,262,16000,32,1,6,31
50,1000,16000,32,16,10,20
38,1000,16000,0,8,54,281
50,8000,4000,0,1,16,46
143,8000,16000,0,1,13,82
180,8000,64000,16,1,?,36
100,384,32000,0,3,16,22
105,256,32000,0,3,6,44
143,768,2000,0,1,6,86
810,256,2000,0,1,2,81
300,1000,2000,8,4,64,82
140,262,10480,8,3,3,199
300,256,8000,64,1,12,24
900,1000,16000,32,1,54,29
143,1000,4000,8,4,8,19
17,16000,32000,0,1,5,52
56,1000,32000,32,3,20,42
56,2000,16000,0,1,24,20
143,16000,24000,64,1,64,382
105,1000,?,0,1,64,30
25,192,32000,8,6,4,24
180,4000,512,?,1,14,171
125,512,2000,16,16,24,24
50,2000,8000,8,3,2,36
140,1000,3000,65,1,32,749
1500,2000,2000,0,1,5,18
320,8000,2000,0,6,0,29
29,1000,3000,4,4,6,42
25,2000,5000,0,?,7,199
175,512,32000,32,1,4,20
64,2000,8000,16,3,4,70
300,768,16000,24,1,8,28
56,1000,24000,4,1,6,37
800,512,16000,32,1,7,113
180,512,12000,96,3,24,74
115,1000,8000,0,1,32,20
180,1000,16000,0,3,5,28
320,2000,32000,32,1,32,30
56,?,6000,8,6,64,57
300,512,16000,4,4,104,102
160,256,1500,0,1,128,19
143,2000,4000,64,1,1,74
38,256,12000,0,?,24,101
17,2000,8000,24,5,16,20
110,8000,16000,4,6,38,41
240,2000,4000,128,3,14,20
185,2000,4000,32,12,104,74
125,2000,8000,64,16,4,20
320,1000,3000,16,1,4,18
330,16000,8000,32,1,16,381
133,8000,2000,8,1,24,65
29,1000,16000,32,1,4,20
225,2000,16000,0,1,104,26
200,1000,8000,0,8,4,86
56,2000,2000,8,1,3,24
110,16000,6000,8,1,3,29
133,4000,12000,4,16,3,22
160,?,5000,32,1,7,67
330,64,8000,8,1,6,253
23,256,8000,0,1,15,82
50,2000,16000,0,1,6,18
143,2000,12000,8,6,6,157
60,2000,6000,16,1,0,43
29,256,16000,32,26,16,70
300,768,3000,0,52,24,35
50,2000,8000,32,12,24,38
56,8000,12000,8,1,14,28
180,2000,16000,32,1,8,67
800,16000,32000,0,8,5,43
112,512,32000,0,4,6,20
480,8000,32000,8,1,1,26
50,1000,8000,32,1,8,41
300,4000,8000,0,3,14,181
98,4000,3500,32,8,64,27
29,2000,8000,4,1,6,21
140,512,8000,142,1,24,86
140,5240,32000,0,1,6,53
700,2000,32000,2,4,176,67
1500,1000,1000,64,1,24,59
300,8000,12000,12,1,5,20
38,512,16000,8,6,5,22
900,8000,32000,32,1,24,18
70,2000,4000,0,1,54,341
84,2000,20970,0,8,?,23
?,256,4000,48,8,12,74
105,8000,8000,0,5,6,281
48,4000,6200,4,8,2,44
250,512,2000,24,1,24,53
50,4000,32000,0,5,6,26
56,512,16000,0,6,32,25
100,2000,4000,32,1,19,41
105,1000,5000,32,3,5,19
124,512,1000,16,1,16,41
92,256,20970,8,3,5,183
50,262,8000,64,8,24,56
800,1000,2000,8,5,?,39
115,4000,2000,0,12,8,102
23,2000,32000,16,1,16,116
26,8000,8000,0,1,8,35
140,2000,3000,8,8,3,35
50,512,8000,112,8,0,59
200,2000,4000,4,1,12,919
26,32000,4000,0,6,8,253
1100,2000,16000,0,4,6,48
50,16000,32000,8,5,54,25
400,1000,1000,64,12,16,34
26,2000,3000,128,24,24,181
200,2000,1000,16,1,1,18
70,4000,2000,16,16,3,46
38,512,4000,16,1,5,?
23,1000,5000,9,8,24,253
50,2620,32000,32,3,24,95
150,2000,4000,8,3,32,41
125,3100,6300,64,8,24,46
26,256,5000,24,12,6,53
140,8000,512,16,6,104,65
25,2000,16000,8,1,6,36
160,1000,32000,160,1,24,41
75,2000,4000,32,6,12,142
300,16000,12000,32,1,8,30
?,256,4000,8,1,5,28
50,2000,8000,0,3,6,42
38,8000,1000,8,6,14,29
26,2000,4000,1,3,8,21
17,2000,4000,9,1,16,26
112,512,8000,32,8,32,53
75,4000,3000,0,3,24,28
140,1000,6000,0,5,32,43
56,1000,6000,8,12,4,181
105,768,4000,8,1,32,72
300,2000,4000,4,3,6,82
320,96,4000,8,1,15,54
70,512,10480,0,1,8,18
48,5000,32000,0,52,10,182
105,8000,8000,64,1,24,41
1500,2000,6200,6,16,16,45
23,1000,64000,6,1,176,56
70,2000,32000,8,1,14,270
225,500,8000,32,8,2,227
140,16000,16000,112,1,4,149
110,2000,8000,0,6,24,30
50,2000,4000,64,12,54,25
800,1310,32000,32,8,52,76
225,1000,4000,8,1,54,19
?,4000,8000,0,3,15,40
900,8000,5000,0,24,6,82
225,8000,4000,48,1,6,64
75,256,64000,32,8,8,24
800,256,8000,6,1,54,23
29,1000,24000,24,16,6,102
23,524,8000,2,1,2,25
140,2000,8000,64,3,24,33
400,1000,5000,64,12,8,41
800,2000,16000,4,1,2,290
115,2000,8000,24,16,24,426
100,2000,4000,8,2,6,41
800,4000,3000,4,1,1,116
52,2000,8000,48,3,?,28
800,16000,32000,96,1,12,227
